"id","name","subdomain","site","phone","addr1","addr2","city","state","zip","notes","discount_code","discount_rate","created_at","updated_at","species","email","contact","facility"
351,"Lombard & Company Funeral Directors","lombardco","lombardcofuneraldirectors.com","916-483-3297","1550 Fulton Avenue","","Sacramento","CA",95825,"Stewart Services","",50,"2010-04-06 19:15:47","2010-04-06 19:15:47","human","","",05402
352,"Palm Memorial Sierra Chapel","palmoakhurst","palmmemorial.com","559-683-4370","49269 Road 426","","Oakhurst","CA",93644,"Stewart Services","",50,"2010-04-06 19:16:55","2010-04-06 19:16:55","human","","",05471
353,"Callanan & Woods-Scovern Funerals & Crematins","callananwoodsscovern","callananwoodsscovern.com","818-242-0258","511 South Central Avenue","","Glendale","CA",91204,"Stewart Services","",50,"2010-04-06 19:18:19","2010-04-06 19:18:19","human","","",05451
354,"Turner Funeral Home","turnerbrooksville","turnerfuneralandcremation.com","352-796-3588","504 East Jefferson Street","","Brooksville","FL",34601,"Stewart Services","",50,"2010-04-06 19:19:38","2010-04-06 19:19:38","human","","",09471
355,"Turner Funeral Home","turnerspringhill","turnerfuneralandcremation.com","352-796-9661","14360 Spring Hill Drive","","Spring Hill","FL",34609,"Stewart Services","",50,"2010-04-06 19:20:33","2010-04-06 19:20:58","human","","",09472
356,"Roberts Funeral Home, Bruce Chapel East","robertseast","robertsfuneralhomes.com","352-732-9944","2739 Southeast Maricamp Road","","Ocala","FL",34471,"Stewart Services","",50,"2010-04-06 19:22:42","2011-11-01 02:57:10","human","","",09351
357,"Roberts Funeral Home, Bruce Chapel West","robertswest","robertsfuneralhomes.com","352-854-2266","6241 Southwest State Road 200","","Ocala","FL",34476,"Stewart Services","",50,"2010-04-06 19:24:49","2010-04-06 19:24:49","human","","",09352
358,"Caballero Rivero Woodlawn Funeral Home-Hialeah Chapel","caballerohialeah","caballeroriverowoodlawn.com","305-888-6792","373-377 West 9th Street","","Hialeah","FL",33010,"Stewart Services","",50,"2010-04-06 19:26:35","2010-04-06 19:26:35","human","","",09495
359,"Caballero Ricero Woodlawn Funeral Home-Westchester Chapel","caballeromiami","caballeroriverowoodlawn.com","305-227-3344","8200 Southeast 40th Street","","Miami","FL",33155,"Stewart Services","",50,"2010-04-06 19:28:14","2010-04-06 19:28:14","human","","",09496
360,"Royal Palm Funeral Home","royalpalm","royalpalmfuneralhome.com","561-848-8659","5601 Greenwood Avenue","","West Palm Beach","FL",33407,"Stewart Services","",50,"2010-04-06 19:29:22","2010-04-06 19:29:22","human","","",09431
361,"Palms Woodlawn Funeral Home","palmswoodlawn","caballeroriverowoodlawn.com","305-247-4218","27100 Old Dixie Highway","","Naranja","FL",33032,"Stewart Services","",50,"2010-04-06 19:30:43","2010-04-06 19:30:43","human","","",09451
362,"Garden of Memories Funeral Home","gardenofmemories","gardenofmemoriestamps.com","813-626-3161","4207 East Lake Avenue","","Tampa","FL",33610,"Stewart Services","",50,"2010-04-06 19:33:36","2010-04-06 19:33:36","human","","",09373
363,"Boza & Roel Funeral Home","bozaroel","bozaroel.com","813-877-7676","4730 North Armenia Avenue","","Tampa","FL",33603,"Stewart Services","",50,"2010-04-06 19:40:12","2010-04-06 19:40:12","human","","",09374
364,"Arlington Park Funeral Home","arlingtonpark","arlingtonparkfuneralhome.com","904-724-6384","6920 Lone Star Road","","jacksonville","FL",32211,"Stewart Services","",50,"2010-04-06 19:44:52","2010-04-06 19:44:52","human","","",09321
366,"Whitley-Garner @ Rosehaven Memorial Park, Funeral & Cremations","whitleygarner","whitleygarner.com","770-942-4246","8640 Rose Avenue","","Douglasville","GA",30134,"Stewart Services

Don ?  don and Don Don #2 lives in Acworth","",50,"2010-04-06 19:47:57","2012-05-29 19:29:52","human","dmcknight@stei.com","Don Mcknight",10331
367,"Andrew J. McGann & Son Funeral Home","andrewmcgann","andrewmcgann.com","773-783-7700","10727 South Pulaski Road","","Chicago","IL",60655,"Stewart Services","",50,"2010-04-06 19:49:06","2010-04-06 19:49:06","human","","",13311
370,"Zimmerman & Sandeman Funeral Home","zimmermanorlandpark","zimmermansaneman.com","708-460-7500","9900 West 143rd Street","","Orland Park","IL",60462,"Stewart Services","",50,"2010-04-06 19:54:18","2011-05-23 13:32:59","human","gsandeman@stei.com","Gregg Sandeman - Manager",13314
371,"St. Bernard Memorial Funeral Home","stbernard","stbernardmemorial.com","504-279-376","701 West Virtue Street","","Chalmette","LA",70043,"Stewart Services","",50,"2010-04-06 19:55:57","2010-04-06 19:55:57","human","","",18311
372,"Greenwood Funeral Home","greenwoodfuneral","greenwoodfuneralhome.net","504-486-0880","5200 Canal Boulevard","","New Orleans","LA",70124,"Stewart Services","",50,"2010-04-06 19:57:03","2010-04-06 19:57:03","human","","",18312
373,"Bounds Funeral Home","bounds","boundsfuneralhome.com","410-749-3281","705 East Main Street","","Salisbury","MD",21804,"Stewart Services","",50,"2010-04-06 19:57:57","2010-04-06 19:57:57","human","","",20311
374,"Fort Lincoln Funeral Home","ftlincoln","fort-lincoln.com","301-864-5090","3401 Bladensbug Road","","Brentwood","MD",20722,"Stewart Services","",50,"2010-04-06 19:59:20","2010-04-06 19:59:20","human","","",20321
375,"Loudon Park Funeral Home","loudonpark","Loudon-Park.com","301-864-5090","3620 Wilkens Avenue","","Baltimore","MD",21229,"Stewart Services","",50,"2010-04-06 20:00:40","2010-04-06 20:00:40","human","","",20351
376,"Memorial Funeral Home","memorialfuneral","memorialfuneralhomeandcemetery.com","573-443-3173","1217 Business Loop 70 West","","Columbia","MO",65202,"Stewart Services","",50,"2010-04-06 20:03:22","2011-05-23 13:05:48","human","joneal@stei.com","Justin O'Neal - Manager",25311
377,"Thacher Funeral Home","thacherfuneralhome","thacherwood.com","660-882-2311","629 East Morgan Street","","Boonville","MO",65233,"Stewart Services

Facility is not regularly staffed.  Contact manager at Memorial Funeral Home.","",50,"2010-04-06 20:04:27","2011-05-23 13:26:56","human","joneal@stei.com","Justin O'Neal - Manager",25312
378,"Longview Funeral Home","longview","longviewfuneralhome.com","816-761-6272","12700 Raytown Road","","Kansas City","MO",64149,"Stewart Services","",50,"2010-04-06 20:05:28","2011-05-23 13:04:21","human","bpark@stei.com","Barry Park - Manager",25314
379,"Church-Archer-Pasley Funeral Home","church","churcharcherpasley.com","816-781-2000","119 East Franklin Street","","Liberty","MO",64068,"Stewart Services","",50,"2010-04-06 20:06:51","2010-04-06 20:06:51","human","","",25317
380,"Noland Road Chapel","nolandroadchapel","nolandroadchapel.com","816-252-8900","509 South Noland Road","","Independence","MO",64050,"Stewart Services","",50,"2010-04-06 20:08:26","2011-05-23 13:07:05","human","kmulcahy@stei.com","Kelly Mulcahy - Manager",25318
381,"Stine & McClure Chapel","stineandmcclure","stineandmcclure.com","816-931-7777","3235 Gillham Plaza","","Kansas City","MO",64109,"Stewart Services","",50,"2010-04-06 20:09:45","2011-05-23 13:10:09","human","jpost@stei.com","Jerry Post - Manager",25319
382,"William Wood Funeral Home","williamwood","thacherwood.com","660-882-2495","517 4th Street","","Boonville","MO",65233,"Stewart Services

Facility is not staffed regularly.  Contact manager at Memorial Funeral Home.","",50,"2010-04-06 20:11:07","2011-05-23 13:31:07","human","joneal@stei.com","Justin O'Neal - Manager",25363
383,"Lakewood Memorial Funeral Home","lakewoodmemorial","lakewoodfuneralhomes.com","601-922-2123","6011 Clinton Boulevard","","Jackson","MS",39209,"Stewart Services","",50,"2010-04-06 20:12:43","2010-04-06 20:12:43","human","","",24311
384,"Lakewood South Memorial Funeral Home","lakewoodsouth","lakewoodfuneralhomes.com","601-922-2123","430 McCluer Road","","Jackson","MS",39212,"Stewart Services","",50,"2010-04-06 20:13:50","2010-04-06 20:13:50","human","","",24312
385,"Catawba Memorial Park, Funerals & Cremations","catawbamemorial","catawbamemorialpark.com","828-322-1210","3060 Highway 70 SE","","Hickory","NC",28602,"Stewart Services","",50,"2010-04-06 20:15:41","2010-04-06 20:15:41","human","","",33311
386,"Garrett Funerals & Cremations","garrettfunerals","garrettfuneralsandcremations.com","828-456-8856","460 North Main Street","","Waynesville","NC",28786,"Stewart Services
02/01/12:  Visited Garrett FH and presented our Prospect Presentation to Chad [ac].","",50,"2010-04-06 20:20:16","2012-02-02 20:47:05","human","","Chad Hamiel",33321
387,"Montlawn Funerals and Cremations","montlawnfunerals","montlawn.com","919-772-1073","2911 South Wilmington Street","","Raleigh","NC",27603,"Stewart Services","",50,"2010-04-06 20:21:33","2010-04-06 20:21:33","human","","",33341
388,"Pollock-Best Funerals & Cremations","pollockbest","pollockbest.com","252-637-5111","2015 Neuse Boulevard","","New Bern","NC",28560,"Stewart Services","",50,"2010-04-06 20:22:39","2010-04-06 20:22:39","human","","",33351
389,"Thomas-Telverton at Evergreen Memorial Park, Funerals & Cremations","thomastelverton","thomasyelverton.com","252-243-4100","2704 Nash Street North","","Wilson","NC",27896,"Stewart Services","",50,"2010-04-06 20:23:56","2010-04-06 20:23:56","human","","",33353
390,"Johnson Funerals & Cremations","johnsonfunerals","www.johnsonfuneralsandcremations.com","252-977-2121","661 English Road","","Rocky Mount","NC",27804,"Stewart Services
09/21/12:  Scott Sanderford convinced them to display and sell our product [ac].","",50,"2010-04-06 20:25:26","2012-09-21 18:03:25","human","mcaison@stei.com","Mel Caison",33365
391,"Johnson Chapel","johnsonchapel","johnsonfuneralsandcremations.com","252-459-2111","226 South Barnes Street","","Nashville","NC",27856,"Stewart Services","",50,"2010-04-06 20:26:30","2010-04-06 20:26:30","human","","",33355
392,"Davis at Floral Garden Funerals & Cremations","davisfloralgarden","davisfuneralsnadcremations.com","336-885-5049","976 Phillips Avenue","","High Point","NC",27262,"Stewart Services","",50,"2010-04-06 20:27:57","2010-04-06 20:27:57","human","","",33356
393,"Cromartie-Miller & Lee Funerals and Cremations","cromartiemiller","cromartiemillerandlee.com","910-892-2077","401 West Cumberland Street","","Dunn","NC",28334,"Stewart Services","",50,"2010-04-06 20:29:17","2010-04-06 20:30:00","human","","",33357
395,"Lincoln Memorial Funeral Home & Crematory","lincolnmemorial","lincolnfh.com","402-423-1515","6800 South 14th Street","","Lincoln","NE",68512,"Stewart Services","",50,"2010-04-06 20:34:04","2011-05-23 13:03:12","human","cklingler@stei.com","Christopher Klingler - Manager",27311
396,"Zellerj Chapel of the Roses","zellerchapel","zellerchapeloftheroses.com","503-287-1155","2107 Northeast Broadway Street","","Portland","OR",97232,"Stewart Services","",50,"2010-04-06 20:35:15","2010-04-06 20:35:15","human","","",37311
397,"Rogue Valley Funeral Alternatives","roguevalley","roguevalleyfunerals.com","688-770-6505","550 Business Park Drive","","Medford","OR",97504,"Stewart Services","",50,"2010-04-06 20:36:20","2010-04-06 20:36:20","human","","",37322
398,"Funeral Alternatives Crematory","funeralalternatives","","541-779-2842","550 Business Park Drive","","Medford","OR",97504,"Stewart Services","",50,"2010-04-06 20:37:23","2010-04-06 20:37:23","human","","",37323
399,"Grants Pass Funeral Alternatives","grantspass","grantspassfunerals.com","541-476-3710","106 Northwest Evelyn Avenue","","Grants Pass","OR",97523,"Stewart Services","",50,"2010-04-06 20:38:35","2010-04-06 20:38:35","human","","",37324
400,"Abbey Funeral","abbeyfuneral","abbeyfuneralhome.com","541-773-7117","2680 North Pacific Highway","","Medford","OR",97501,"Stewart Services","",50,"2010-04-06 20:39:39","2010-04-06 20:39:39","human","","",37325
401,"Kirk & Nice Suburban Chapel At Sunset Memorial Park","kirknicechapel","kirkandnicesuburban.com","215-354-0085","333 County Line Road","","Feasterville","PA",19053,"Stewart Services","",50,"2010-04-06 20:41:00","2010-04-06 20:41:00","human","","",38311
402,"Kirk & Nice Funeral Home","kirknicefuneral","firkandniceinc.com","610-832-2064","80 Stenton Avenue","","Plymouth Meeting","PA",19462,"Stewart Services","",50,"2010-04-06 20:42:14","2010-04-06 20:42:14","human","","",38321
404,"Cannon Funerals & Cremations","cannonfunerals","cannonfunerals.com","864-862-9298","1150 North Main Street","","Fountain Inn","SC",29644,"Stewart Services
02/12: Per Chris Hamiel, Cannon took the AU inventory from Mackay in Greenville [ac].
07/31/12: Per Veronica, their asst., Matthew Armstrong is the manager [ac].","",50,"2010-04-06 20:43:21","2012-07-31 20:00:58","human","","",40311
405,"Cannon Funerals & Cremations - Jones Chapel","cannonjoneschapel","cannonfunerals.com","864-967-1882","603 West Curtis Street","","Simpsonville","SC",29681,"Stewart Services","",50,"2010-04-06 20:44:47","2010-04-06 20:44:47","human","","",40332
406,"Westville Funerals & Cremations","westvillefuneral","westvillefuneralhome.com","864-269-5073","6010 White Horse Road","","Greenville","SC",29611,"Stewart Services","",50,"2010-04-06 20:45:52","2010-04-06 20:45:52","human","","",40333
407,"Dillard Funerals and Cremations","dillardfunerals","dillardfunerals.com","864-878-6371","2402 Gentry Memorial Highway","","Pickens","SC",29671,"Stewart Services","",50,"2010-04-06 20:47:54","2010-04-06 20:47:54","human","","",40334
408,"Palmetto Cremation Service","palmettocremation","","864-878-6661","2402 Gentry Memorial Highway","","Pickens","SC",29671,"Stewart Services","",50,"2010-04-06 20:49:06","2010-04-06 20:49:06","human","","",40336
410,"Dunbar Funerals & Cremations","dunbarirmo","dunbarfunerals.com","803-732-2211","7600 Woodrow Street","","Irmo","SC",29063,"Stewart Services","",50,"2010-04-06 20:51:49","2010-04-06 20:51:49","human","","",40323
411,"Dunbar Funerals and Cremations","dunbarcolumbia","dunbarfunerals.com","803-788-6310","4219 Hard Scrabble Road","","Columbia","SC",29223,"Stewart Services","",50,"2010-04-06 20:52:53","2010-04-06 20:52:53","human","","",40324
412,"Dunbar Funerals & Cremations","dunbarcremations","dunbarfunerals.com","803-771-7990","1527 Garvais Street","","Columbai","SC",29201,"Stewart Services","",50,"2010-04-06 21:04:36","2010-04-06 21:04:36","human","","",40321
415,"Highland West Memorial Park, Funerals & Cremations","highlandwest","highlandmemorialparks.com","865-693-9547","9913 Sherrill Boulevard","","Knoxville","TN",37932,"Stewart Services","",50,"2010-04-06 21:08:40","2010-04-06 21:08:40","human","","",42311
416,"Highland South Memorial Park, Funerals & Cremations","highlandsouth","highlandmemorialparks.com","865-573-7300","9010 East Simpson Road","","Knoxville","TN",37920,"Stewart Services","",50,"2010-04-06 21:09:55","2010-04-06 21:09:55","human","","",42312
417,"Oak Hill Memorial Park, Funerals & Cremations","oakhill","oakhillmemorialpark.com","423-246-4631","800 Truxton Drive","","Kingsport","TN",37660,"Stewart Services","",50,"2010-04-06 21:11:07","2010-04-06 21:11:07","human","","",42313
418,"Highland Memorial Park, Funerals & Cremations","highlandmemorial","highlandmemorialparks.com","865-588-0567","5315 Kingston Pike","","Knoxville","TN",37919,"Stewart Services
Josh Carter was the original contact.
05/12 Kevin Knowles became the managing FD [ac].","",50,"2010-04-06 21:12:17","2012-07-30 14:50:06","human","","Kevin Knowles",42314
419,"Mount Oilvet Funeral Home","mountolivet","nountolivet.com","615-255-4193","1101 Lebanon Road","","Nashville","TN",37210,"Stewart Services","",50,"2010-04-06 21:13:00","2010-04-06 21:13:29","human","","",42321
420,"Cole & Garrett Funeral Home and Cremation Services","colehendersonvill","coleandgarrett.com","615-824-8605","182 West Main Street","","Hendersonville","TN",37075,"Stewart Services","",50,"2010-04-06 21:15:06","2012-02-18 15:34:32","human","","",42331
421,"Cole & Garrett Funeral Home and Cremation Services","colegoodlettsville","coleandgarrett.com","615-859-5231","127 North Main Street","","Goodlettsville","TN",37072,"Stewart Services","",50,"2010-04-06 21:16:20","2010-04-06 21:16:20","human","","",42332
422,"Cole & Garrett Funeral Home and Cremation Services","colewhitehouse","coleandgarrett.com","615-672-3936","212 Highway 76","","White House","TN",37188,"Stewart Services","",50,"2010-04-06 21:17:32","2010-04-06 21:17:32","human","","",42333
423,"Anderson-Clayton Bros. Funeral Home - Kaufman","andersonkaufman","andersonclaytonkaufman.com","972-932-2191","305 North Jackson Street","","Kaufman","TX",75142,"Stewart Services","",50,"2010-04-06 21:19:01","2010-04-06 21:19:01","human","","",43361
424,"Anderson-Clalyton Bros. Funeral Home - Kemp","andersonkemp","andersonclaytonkemp.com","903-498-3371","1226 South Elm Street","","Kemp","TX",75143,"Stewart Services","",50,"2010-04-06 21:20:18","2010-04-06 21:20:18","human","","",43362
425,"Crespo Funeral Home","crespofuneral","crespofunerals.com","713-694-2121","2110 Tidwell Road","","Houston","TX",77093,"Stewart Services","",50,"2010-04-06 21:21:26","2010-04-06 21:21:26","human","","",43363
426,"Roselawn Funeral Home","roselawnfuneral","roselawn-funerals.com","972-287-2121","1000 South Highway 175","","Seagoville","TX",75159,"Stewart Services","",50,"2010-04-06 21:23:08","2010-04-06 21:23:08","human","","",43355
